timestamp,wind_speed_ws30_ms,wind_speed_wsn_ms,power_kw,power_w,n_samples,n_seconds,ws30_std,power_w_std
2022-08-25 09:00:00+00:00,4.975564989984421,3.0768449810816825,4.0369262488497935,4036.926248849794,17972,898.6,0.7878875226689963,2146.4607796845467
2022-08-25 09:15:00+00:00,4.916578660436137,3.5544888740542944,4.446600896776729,4446.600896776729,17976,898.8000000000001,0.677365826170095,1798.2734515260652
2022-08-25 09:30:00+00:00,4.900712290658209,3.7466673343348353,5.187018578097701,5187.018578097702,17973,898.6500000000001,0.6517014839946005,1482.8904351847275
2022-08-25 09:45:00+00:00,5.013966840992545,3.3168317569823076,5.763723338048842,5763.723338048842,17974,898.7,0.5682766331048645,1364.5578827836011
2022-08-25 10:00:00+00:00,3.840380708683318,2.730165099849808,2.100487786846749,2100.487786846749,17977,898.85,0.7124761370011302,1379.3428912010102
2022-08-25 10:15:00+00:00,3.5643274453521747,2.5575100463678515,1.5303249728955177,1530.3249728955177,9058,452.90000000000003,0.5493597539016901,1055.8364781628961
2022-08-25 11:30:00+00:00,2.0700359328067637,1.5078810768717321,0.10733163594189009,107.33163594189008,17978,898.9000000000001,0.2822719384322698,31.43643543664428
2022-08-25 11:45:00+00:00,2.434943702714731,1.9320346016911438,0.16097649018777258,160.97649018777258,17976,898.8000000000001,0.35100456725288487,49.39382561898509
2022-08-25 12:00:00+00:00,3.222270865791231,2.5005647674159803,0.9206882118058646,920.6882118058646,17972,898.6,0.4568000844414293,688.3362471078333
2022-08-25 12:15:00+00:00,3.3507074595316237,2.516736385381321,1.0425632265379374,1042.5632265379375,17977,898.85,0.3389747971985943,530.2099692847154
2022-08-25 12:30:00+00:00,3.4505954487286488,2.5563279363489677,1.304458333153942,1304.458333153942,17973,898.6500000000001,0.32765524822720904,563.1401780525164
2022-08-25 12:45:00+00:00,3.3594893292682926,2.574590701219512,1.1078337395510671,1107.833739551067,2624,131.20000000000002,0.23847185666362056,479.8288179393978
2022-08-31 08:00:00+00:00,1.9401681766704417,2.7321715741789356,2.3543812858372877,2354.3812858372876,3532,176.60000000000002,0.714104017854395,1520.635896918218
2022-08-31 08:15:00+00:00,2.2390432315139375,2.732665331330329,2.269135646795421,2269.135646795421,17973,898.6500000000001,0.8646545395141856,1607.213300841318
2022-08-31 08:30:00+00:00,3.0735313463514906,2.7406624186365196,2.0863284580569377,2086.3284580569375,14595,729.75,1.1905960888969052,1474.070882477219
2022-08-31 12:30:00+00:00,5.5801105876518715,3.7180600049590873,5.795935603349616,5795.935603349616,4033,201.65,0.6432288533694842,1915.8363298018594
2022-08-31 12:45:00+00:00,5.690677868031601,4.103179704016913,7.459283298266496,7459.283298266496,17974,898.7,0.9501116357831084,3111.0539189408255
2022-08-31 13:00:00+00:00,5.818175320296696,3.9669252743210937,8.339570372412737,8339.570372412738,16313,815.6500000000001,0.5951168600845855,2465.4168264639375
2022-09-07 08:45:00+00:00,4.867879092326347,3.8890334314914257,4.508402576514685,4508.402576514685,5773,288.65000000000003,0.8486363991590018,3026.7592101862438
2022-09-07 09:00:00+00:00,4.720561925825111,3.939619768628785,4.503353270455682,4503.353270455682,11756,587.8000000000001,0.9392249653356846,2642.8760862766567
2022-09-12 16:00:00+00:00,9.038058522069763,10.57,3.12056491632142,3120.56491632142,6049,302.45,1.1143530669487065,1562.5954125683795
2022-09-12 16:15:00+00:00,8.53576461313211,10.57,8.730187965395872,8730.187965395873,17758,887.9000000000001,1.185859320725337,5111.511968656504
2022-09-12 16:45:00+00:00,8.25792662430826,10.57,10.904063847803299,10904.063847803298,4879,243.95000000000002,1.4176619163566664,8291.476867475523
2022-09-13 11:30:00+00:00,6.47900874217119,0.0,9.130916859284486,9130.916859284487,15328,766.4000000000001,0.7392098546165182,4319.375588558282
2022-09-13 12:00:00+00:00,9.984449709060682,0.0,15.032467052140357,15032.467052140357,4812,240.60000000000002,1.1099623415564996,6861.085288567015
2022-09-13 12:15:00+00:00,9.540561358263485,0.0,21.523608977432822,21523.60897743282,13959,697.95,1.2060542839150588,6552.547028096603
2022-09-13 12:30:00+00:00,9.998909489051094,0.0,21.32445991309489,21324.45991309489,1370,68.5,1.520437067312758,4991.9085277111735
2022-09-14 13:30:00+00:00,9.647085441459415,0.0,21.269912648556563,21269.91264855656,14033,701.6500000000001,1.0182631044563435,6598.979058324412
2022-09-15 08:00:00+00:00,6.83509311657578,0.0,13.148234033398584,13148.234033398583,9719,485.95000000000005,0.8735901857209267,4885.165832378272
2022-09-15 08:15:00+00:00,6.602164853182292,0.0,10.650204863969297,10650.204863969297,6709,335.45000000000005,0.8561749264733142,3508.585414869053
2022-09-15 10:45:00+00:00,6.874999112163362,0.0,10.610777598593275,10610.777598593275,3379,168.95000000000002,0.6683057506678849,5925.993393938692
2022-09-15 11:00:00+00:00,6.8452814204608705,0.0,14.792308920827118,14792.308920827118,17966,898.3000000000001,0.59995692799933,3282.8404090552776
2022-09-15 11:15:00+00:00,6.6065576088166535,0.0,13.486151416182233,13486.151416182232,17966,898.3000000000001,0.638793815097039,3237.4494322662013
2022-09-15 11:30:00+00:00,6.501071118530885,0.0,12.347113246766835,12347.113246766834,17970,898.5,0.6215758795596403,3059.6926240310117
2022-09-15 11:45:00+00:00,6.2078628195111065,0.0,10.149102801952784,10149.102801952784,17918,895.9000000000001,0.6045225437299089,3108.5078592621826
2022-09-20 11:30:00+00:00,4.544552073515551,5.63,3.2575566296369316,3257.5566296369316,16976,848.8000000000001,0.833055285280539,2297.74374861085
2022-09-20 11:45:00+00:00,5.219566458982347,5.63,6.114185438580199,6114.185438580199,15408,770.4000000000001,0.8423816696663566,2385.701463152381
2022-09-20 12:15:00+00:00,4.899369565217391,5.63,4.231931003810601,4231.931003810601,7820,391.0,0.7494705406555126,2523.2538448957607
2022-09-20 12:30:00+00:00,5.018599466758407,5.63,6.055322479772056,6055.322479772056,11627,581.35,0.9424750492461174,2746.940280757991
2022-09-22 08:00:00+00:00,5.18778818061089,5.630000000000001,4.35440145191396,4354.40145191396,3012,150.6,0.5475724698315673,3657.726959925759
2022-09-22 08:15:00+00:00,5.923989291495455,5.63,8.239650999329893,8239.650999329893,8031,401.55,0.6468158702423702,3351.9728922422064
2022-09-22 08:30:00+00:00,5.734109473215775,5.63,8.448381158782276,8448.381158782277,17977,898.85,0.7305669440003724,2895.834777626069
2022-09-22 08:45:00+00:00,5.964648570475025,5.63,9.584828793048004,9584.828793048004,17978,898.9000000000001,0.7020530535087328,3140.6030261253964
2022-09-22 09:00:00+00:00,5.771360885526755,5.63,8.805713626039104,8805.713626039103,17978,898.9000000000001,0.6449837869857514,2518.6919130190404
2022-09-22 09:15:00+00:00,5.777208321744451,5.63,8.744939712309394,8744.939712309395,17977,898.85,0.5927746395551023,2123.4798368045685
2022-09-22 09:30:00+00:00,6.034595571873609,5.63,9.552680758280095,9552.680758280096,17976,898.8000000000001,0.5893240904203668,2106.130327061814
2022-09-22 09:45:00+00:00,6.000550653685675,5.63,9.788982414521278,9788.982414521279,17975,898.75,0.5981505006725891,2355.4720297771273
2022-09-22 10:00:00+00:00,5.61184769427602,5.63,7.903338150715358,7903.338150715358,17977,898.85,0.6369484648310482,2229.30017789156
2022-09-22 10:15:00+00:00,5.294175203796082,5.63,6.7050756835533525,6705.075683553352,8219,410.95000000000005,0.7409458127674374,2374.6084917662956
2022-09-23 09:30:00+00:00,6.4959480287737685,5.63,12.302019750343613,12302.019750343612,17933,896.6500000000001,0.8774536568362595,4133.637287398896
2022-09-23 09:45:00+00:00,6.191552081014912,5.63,10.40051424020977,10400.51424020977,17972,898.6,0.8398744753814096,3644.846604653704
2022-09-23 10:00:00+00:00,6.484205667835867,5.63,11.791533307938643,11791.533307938644,17961,898.0500000000001,0.8175089512141822,4063.311171235726
2022-09-23 10:15:00+00:00,6.543885580722355,5.63,10.923998231165008,10923.998231165007,17969,898.45,0.8392036181059659,3452.523930202539
2022-09-23 10:30:00+00:00,6.41080974904012,5.63,12.513476838446108,12513.476838446108,17971,898.5500000000001,0.949201341014457,3775.9454744147765
2022-09-23 10:45:00+00:00,6.487402528882016,5.63,12.501243879404166,12501.243879404166,10993,549.65,0.8650605419559085,3241.271368260711
2022-09-28 08:00:00+00:00,7.9111919588134345,0.0,4.065703758549742,4065.7037585497424,4079,203.95000000000002,1.0902358088305304,2197.730761040348
2022-09-28 08:15:00+00:00,7.355999554813579,0.0,6.953303182711074,6953.3031827110735,17970,898.5,1.2885858991373185,1431.0406643406193
2022-09-28 08:30:00+00:00,7.2015217354887335,0.0,15.18106972231083,15181.069722310831,11939,596.95,1.9631749468904454,3582.035004599647
2022-09-28 09:00:00+00:00,8.998807304180682,0.0,0.8745008322463262,874.5008322463262,2081,104.05000000000001,1.4167769251505071,691.637567045511
2022-09-28 09:15:00+00:00,10.221628038942976,0.0,7.199837133832083,7199.837133832083,17975,898.75,1.8982469683227863,3530.159877855197
2022-09-28 09:30:00+00:00,10.067320692389005,0.0,18.089879185529995,18089.879185529993,15136,756.8000000000001,1.7993327776212844,7591.187888005288
2022-09-30 13:15:00+00:00,7.853846879691186,0.0,18.36715096109536,18367.150961095358,9326,466.3,1.158070926133841,8143.562089401034
2022-09-30 13:30:00+00:00,7.588423189713513,0.0,14.928487116571185,14928.487116571185,4433,221.65,1.0742056882093185,7225.999229510127
2022-10-12 14:45:00+00:00,7.545370336250576,9.18,12.98886546044559,12988.86546044559,4342,217.10000000000002,0.618236134212119,9146.129656113968
2022-10-12 15:00:00+00:00,7.285026116914869,9.18,17.15323011354579,17153.23011354579,17996,899.8000000000001,0.8119559233327395,4387.642808727844
2022-10-12 15:15:00+00:00,8.004659209900048,9.18,21.39783951721561,21397.83951721561,4202,210.10000000000002,0.8059808087229193,3345.453951858708
2022-10-20 10:30:00+00:00,4.557893817204301,0.0,4.2000113075310885,4200.011307531088,10416,520.8000000000001,0.8937156222737166,2909.055863560432
2022-10-20 12:15:00+00:00,5.645371135196806,0.0,5.738072421858898,5738.0724218588975,8765,438.25,0.6711177816679997,3840.5172954376194
2022-10-31 10:15:00+00:00,5.213556310514693,0.0,5.344364918296732,5344.364918296732,5887,294.35,0.4774336552748488,2848.918557229161
2022-10-31 10:30:00+00:00,5.268156232625375,0.0,6.633619011800234,6633.619011800234,17986,899.3000000000001,0.5708618415079704,1878.820659620778
2022-10-31 10:45:00+00:00,5.004411738550467,0.0,5.624083121941807,5624.083121941807,17992,899.6,0.5828284496438176,1805.7267558985213
2022-10-31 11:00:00+00:00,4.8252936354869815,0.0,5.057800647598601,5057.800647598601,4148,207.4,0.4010391103891581,1088.8236023345962
2022-10-31 11:45:00+00:00,4.379330537183417,0.0,0.5601408854102556,560.1408854102557,6199,309.95000000000005,0.4924569772396,359.31945109257236
2022-10-31 12:00:00+00:00,4.468384152604549,0.0,1.6267850915470432,1626.7850915470433,6815,340.75,0.45452154491764224,837.9997984440455
2022-10-31 12:15:00+00:00,4.316704774535809,0.0,1.8896753933640982,1889.6753933640982,7540,377.0,0.4727196682072012,1101.1312207031358
2022-11-02 09:00:00+00:00,9.717050228310503,3.1,0.2715466870751466,271.5466870751466,1752,87.60000000000001,1.1049787156625872,109.81028603827434
2022-11-02 09:15:00+00:00,9.67627138704319,3.1,1.8765587898787648,1876.5587898787649,9632,481.6,1.4352069008182753,1462.8857221084006
2022-11-02 09:30:00+00:00,9.53823215974192,3.1,7.2418501422392065,7241.850142239206,17979,898.95,1.294749798606902,3780.661380839724
2022-11-02 09:45:00+00:00,9.779376767523187,6.129809487608331,6.5591834110046,6559.1834110046,13154,657.7,1.5414127674815667,4672.120599509046
2022-11-02 10:00:00+00:00,10.597009640453527,12.105018977748136,10.415546583929565,10415.546583929565,16493,824.6500000000001,1.3374181110269254,6523.800758415368
2022-11-02 10:15:00+00:00,9.440334872336875,11.470801246036602,8.904559132610519,8904.559132610519,17977,898.85,1.5047347689777564,6689.256881082368
2022-11-02 10:30:00+00:00,9.72598118231848,11.48,10.49718842361885,10497.188423618849,11266,563.3000000000001,1.6839264933412463,6024.363669518001
2022-11-02 10:45:00+00:00,9.960934888579388,11.479999999999999,15.80117129091748,15801.17129091748,5744,287.2,1.0201170462396025,3579.3433070889896
2022-11-02 11:30:00+00:00,9.034150603433623,11.479999999999999,10.43858345870749,10438.58345870749,11766,588.3000000000001,1.1474739815362454,6522.974288009456
2022-11-02 11:45:00+00:00,9.643939498178876,11.48,11.6691230404149,11669.123040414901,9884,494.20000000000005,1.4211070291448558,6026.610022338562
2022-11-02 12:00:00+00:00,10.043864934231634,11.68,3.5784031489445423,3578.4031489445424,6234,311.70000000000005,1.369525950853699,2547.7048284336156
2022-11-02 12:15:00+00:00,10.138491818999102,11.68,10.463306047464117,10463.306047464117,16685,834.25,1.37078926404948,3105.0051914072797
2022-11-02 12:30:00+00:00,9.863099066988154,11.68,10.157939231518093,10157.939231518092,9539,476.95000000000005,1.1806316528648824,7006.752260561102
2022-11-02 12:45:00+00:00,9.589642948992713,11.68,17.52892770093656,17528.92770093656,4666,233.3,1.2856450808787714,4200.634027805609
2022-11-02 13:00:00+00:00,9.895314172089659,11.68,13.015558088833282,13015.558088833282,11064,553.2,1.3937029043472648,9860.386730670618
2022-11-02 13:15:00+00:00,9.143818181818181,11.679999999999998,9.26164356083004,9261.64356083004,759,37.95,0.924023794160942,363.0141694814654
2022-11-02 13:30:00+00:00,9.703078284092806,11.680000000000001,19.194612749564197,19194.612749564196,5991,299.55,1.1927792829118475,8284.856692241505
2022-11-02 13:45:00+00:00,9.385152767527675,9.39,12.755945039321839,12755.94503932184,2710,135.5,1.3895873458650252,8013.657077389938
2022-11-08 10:00:00+00:00,8.289647699951916,8.977433242506812,2.4626763004298167,2462.676300429817,6239,311.95000000000005,1.0274609548442624,1314.6166010042286
2022-11-08 10:15:00+00:00,7.7925246781115876,9.51,2.334150945448932,2334.1509454489324,1864,93.2,0.9739005943185162,1328.0101646242001
2022-11-08 11:00:00+00:00,7.643453128045215,9.51,4.573498986064811,4573.498986064811,15393,769.6500000000001,0.9649704761175784,3283.211307693487
2022-11-11 13:30:00+00:00,10.012124023340915,0.0,5.696379715587711,5696.379715587711,10111,505.55,1.276751492320608,3370.777946460854
2022-11-11 13:45:00+00:00,9.892800244893417,0.0,10.571318874369538,10571.31887436954,17967,898.35,1.2308017311385404,4620.117568837565
2022-11-11 14:00:00+00:00,9.223095066694897,0.0,16.912368057528116,16912.368057528118,4723,236.15,1.1141291408758318,6624.7132090382775
2022-11-24 09:00:00+00:00,8.894245927248383,0.0,25.051496378066577,25051.49637806658,8962,448.1,1.2046878078683088,7181.73957891516
2022-11-24 13:45:00+00:00,6.94803671189146,0.0,17.591283022114926,17591.283022114927,1253,62.650000000000006,0.520060350939399,3965.1107325345874
2022-11-24 14:00:00+00:00,6.728961564703207,0.0,14.315350419642938,14315.350419642939,17588,879.4000000000001,1.0466183213649618,5860.754107584374
2022-11-25 12:15:00+00:00,6.621952928416486,0.0,17.06085112950346,17060.851129503462,9220,461.0,1.2833858675037881,6854.8508596351485
2022-11-25 12:30:00+00:00,6.797361063226381,0.0,17.973175408946393,17973.175408946394,17983,899.1500000000001,1.0927613968770828,5124.773704763096
2022-11-25 12:45:00+00:00,6.931815350389321,0.0,19.426870950678143,19426.870950678145,17980,899.0,0.9493482485661582,5627.623824487963
2022-11-25 13:00:00+00:00,6.2085644990821605,0.0,14.332233659823885,14332.233659823885,17977,898.85,1.0002050308131591,5304.081895000352
2022-11-25 13:15:00+00:00,7.07379375938595,0.0,20.83567713818288,20835.67713818288,17979,898.95,0.9299774877224085,5034.694127700061
2022-11-25 13:30:00+00:00,6.8956552491103205,0.0,17.779955262449956,17779.955262449956,17984,899.2,1.0504193630481082,5182.848991602088
2022-11-25 13:45:00+00:00,6.943518464961068,0.0,19.32426072438153,19324.260724381533,17980,899.0,1.0896873792551787,5267.715898699714
2022-11-25 14:00:00+00:00,7.4809200311422535,0.0,22.84486165406796,22844.861654067958,17982,899.1,1.161556367161769,5591.583334318188
2022-11-25 14:15:00+00:00,7.323381381381381,0.0,21.427863929362694,21427.863929362695,17982,899.1,1.0613966496135325,5421.3872703387215
2022-11-25 14:30:00+00:00,6.891743854966077,0.0,17.825607051160606,17825.607051160605,17982,899.1,1.0151258091694935,5376.363093826503
2022-11-25 14:45:00+00:00,6.731550548815714,0.0,14.080730069907858,14080.730069907859,10386,519.3000000000001,0.7902062010326125,4535.5967587205405
2022-12-14 11:00:00+00:00,7.2619701726844585,6.0554105180533755,14.300824948130286,14300.824948130286,2548,127.4,0.9235497413501798,8267.10667361599
2022-12-14 11:15:00+00:00,6.955127557160049,5.508952466907341,14.750199616486162,14750.199616486161,3324,166.20000000000002,0.9564935180700822,5294.157365369185
2023-01-05 11:45:00+00:00,5.843829467303882,7.318822823172864,24.124599274607778,24124.59927460778,17158,857.9000000000001,1.3623428912537823,7127.281447520793
2023-01-05 12:00:00+00:00,4.62689545429255,6.137813386746787,21.32883649657208,21328.83649657208,17973,898.6500000000001,1.2895099632338103,6836.88235358424
2023-01-05 12:15:00+00:00,4.460020031159582,6.070734030714445,21.96429553498275,21964.29553498275,17972,898.6,1.0450702193826382,5519.621760800329
2023-01-05 12:30:00+00:00,3.2556640507597265,4.734819836366673,12.316727216568264,12316.727216568264,17967,898.35,0.9842440888177163,5487.954563715469
2023-01-05 12:45:00+00:00,3.259045510181373,4.585122955379993,12.343083949103761,12343.08394910376,17974,898.7,0.9041789021268292,5364.659308905197
2023-01-05 13:00:00+00:00,3.0776063658115853,4.2728909910411215,10.309577883342385,10309.577883342385,17971,898.5500000000001,0.8644448370589345,4313.901614547171
2023-01-05 13:15:00+00:00,2.889343275276835,4.295758165934005,10.42438730287992,10424.387302879919,17971,898.5500000000001,0.776490958077646,4183.864385481411
2023-01-05 13:30:00+00:00,2.8218123052959503,4.013545505117936,8.600774521061249,8600.774521061248,17976,898.8000000000001,0.8028118249618927,3131.7039894406607
2023-01-05 13:45:00+00:00,3.126113022113022,3.9404168714168715,7.5313026067755935,7531.302606775594,2442,122.10000000000001,0.8755670572699047,3280.2558174025244
2023-01-10 12:45:00+00:00,7.176519971367215,5.46659098067287,15.167426864431613,15167.426864431613,6985,349.25,0.830374613519572,6697.199187715917
2023-01-10 13:00:00+00:00,6.505770869250876,4.805695456314999,13.1153006320644,13115.3006320644,17981,899.0500000000001,0.7455952383151934,3566.93971656385
2023-01-10 13:15:00+00:00,6.910166036476869,5.092189056939501,14.86589554849922,14865.89554849922,17984,899.2,0.8776515669309709,4162.417728851065
2023-01-10 13:30:00+00:00,6.7678180503809156,5.018207306900963,14.536583444053829,14536.58344405383,17983,899.1500000000001,0.8916636283166299,4475.277581669638
2023-01-10 13:45:00+00:00,7.021160698398576,5.132084297153025,16.285338361570282,16285.338361570284,17984,899.2,0.761283140783043,3967.673116613859
2023-01-10 14:00:00+00:00,6.63650814839535,4.735580621836587,13.296513088726293,13296.513088726293,17979,898.95,0.7632190939272945,3211.8998549874714
2023-01-10 14:15:00+00:00,6.632822037603847,4.764050065588107,14.275787022847616,14275.787022847617,9148,457.40000000000003,0.663859832126622,3558.693195413127
2023-01-18 12:00:00+00:00,10.386506640602542,8.647710803196688,26.125798777717197,26125.7987777172,17393,869.6500000000001,1.0966253126420182,6324.515283614754
2023-01-18 12:15:00+00:00,10.689680714817573,8.642285331347729,28.689663870825544,28689.663870825545,13430,671.5,1.2133939781574214,3615.680787771555
2023-01-18 12:30:00+00:00,11.496040121212122,10.265715030303031,17.20756312497256,17207.56312497256,16500,825.0,1.0683756321583542,7466.23067793546
2023-01-18 12:45:00+00:00,10.525096423825756,8.928472933156161,23.67599814671067,23675.99814671067,17309,865.45,1.0550334228024276,7417.374676926824
2023-01-24 08:15:00+00:00,8.342513071895425,6.36695697167756,19.63678695872979,19636.78695872979,3672,183.60000000000002,0.7073863637002409,9538.400941876294
2023-01-24 08:30:00+00:00,8.141089675122386,5.786343235425011,23.418844692251888,23418.84469225189,17976,898.8000000000001,0.765783084777605,4205.291073859866
2023-01-24 08:45:00+00:00,8.15728581761531,5.781445835419797,23.009631121725366,23009.631121725368,17973,898.6500000000001,0.8873809442235667,4491.376857751197
2023-01-24 09:00:00+00:00,8.327326546506454,5.931052403204272,23.961153557312528,23961.15355731253,17976,898.8000000000001,0.7980207793269942,4343.957971978943
2023-01-24 09:15:00+00:00,9.185506788990827,6.77054752293578,28.53410265046605,28534.10265046605,2725,136.25,0.6457964885869357,2007.841821615727
2023-02-01 11:45:00+00:00,8.108538500251635,6.697963261197785,18.197168698824807,18197.168698824808,3974,198.70000000000002,0.9833056070424097,8742.706877228218
2023-02-01 12:00:00+00:00,7.591582730610883,5.868470346055413,20.556357734854792,20556.35773485479,17974,898.7,0.8829612678901606,4659.300714272259
2023-02-01 12:15:00+00:00,7.073593167529071,5.3957028876648305,17.483632314756026,17483.632314756025,17973,898.6500000000001,0.8579283546546909,5086.88065905177
2023-02-01 12:30:00+00:00,6.862587397068271,5.344447468317468,15.319067171505367,15319.067171505367,17123,856.1500000000001,0.7192510231758171,4858.142964917472
2023-02-01 12:45:00+00:00,6.973172759138708,5.275173538084905,16.20043549377021,16200.43549377021,17973,898.6500000000001,1.0473115473531163,6010.15812356798
2023-02-01 13:00:00+00:00,5.570876328233657,4.156568901251738,8.513842645928678,8513.842645928678,17975,898.75,0.8151790096980731,3604.898657421342
2023-02-01 13:15:00+00:00,5.972054383358098,4.493869836552749,10.54109103782318,10541.09103782318,6730,336.5,0.6926206146307774,2475.8480640175408
2023-02-01 13:30:00+00:00,6.022135473515249,5.079505617977528,9.551052053781877,9551.052053781877,3115,155.75,0.7035061697685647,5644.089524452335
2023-02-01 13:45:00+00:00,6.22232090797819,4.554550127962613,11.529900380639258,11529.900380639257,17974,898.7,0.5290204962165178,2471.8769941953988
2023-02-01 14:00:00+00:00,5.505990431154381,4.09537602225313,8.083641510443394,8083.641510443394,17975,898.75,0.7024152723100151,2835.564136579071
2023-02-01 14:15:00+00:00,6.442996995326062,4.840487313598931,12.95810006659192,12958.10006659192,17972,898.6,0.595980122184964,2932.657021285156
