date,n_points,wind_speed_MAE,wind_speed_RMSE,wind_speed_bias,power_MAE,power_RMSE,power_nRMSE,power_bias
2022-07-05,8,1.719115111231516,1.8737145982904726,-1.719115111231516,6.887965544665669,7.760636094954472,0.3881480226789269,-3.1143648258500303
2022-08-08,2,0.579540170207375,0.5826000906274973,-0.579540170207375,0.6312858825047836,0.8548200483960715,0.042753803615009765,-0.6312858825047836
2022-08-11,22,0.8014959557096664,0.8876776752577651,0.8014959557096664,4.118051537593005,4.200033774155603,0.21006458551549592,4.118051537593005
2022-08-25,15,0.5042785157362943,0.6527880910254225,0.07335933859139639,1.8052659034154233,2.1348064730814,0.10677229304276255,1.4898714266142046
2022-08-31,6,1.6579743192607905,1.7276238993143285,-0.3592082710204503,2.571975225033155,2.89350903214598,0.144718782802,-1.258477487527503
2022-09-07,2,0.4848662926418994,0.49445687422057605,-0.4848662926418994,0.4446725264844895,0.45000709892985474,0.022507093942294696,0.4446725264844895
2022-09-12,3,1.5524660190202508,1.5633551281742428,-1.5524660190202508,7.069439806514435,8.011720060964091,0.4007059810396312,7.069439806514435
2022-09-13,4,1.335100525914416,1.403712805885939,-0.3316120612797657,4.602501139042743,5.641614499817792,0.2821652099168407,2.665259809093968
2022-09-14,1,0.8308761249126082,0.8308761249126082,-0.8308761249126082,1.619870412965902,1.619870412965902,0.08101777870986492,-1.619870412965902
2022-09-15,7,1.3559222052820648,1.4131350067422193,-1.3559222052820648,4.044282821540982,4.428287653694127,0.22148069766502354,-4.044282821540982
2022-09-20,4,0.6698870200292042,0.7141876504384688,-0.6698870200292042,1.161928070654509,1.2203882000161212,0.061037685692403434,-0.12651995898308377
2022-09-22,10,0.8030154207696807,0.8421051675893845,-0.8030154207696807,1.8089698392026712,1.9667725684954793,0.09836808145365733,-1.2810815563743483
2022-09-23,6,0.24726067191684833,0.2746521149312906,-0.24726067191684833,0.8256259746491837,0.8988721404778796,0.04495706791283458,-0.2976735801972931
2022-09-28,6,0.873593322280183,1.0321102287307458,-0.3610168122776254,9.681034678440154,11.371555623828353,0.5687480737618971,9.681034678440154
2022-09-30,2,2.275764968730239,2.2785659419063884,-2.275764968730239,7.973105420820603,8.141532020559037,0.4071985229937132,-7.973105420820603
2022-10-12,3,0.8876674963575354,0.9603408152996198,-0.8876674963575354,4.036652688016631,5.141953130211668,0.2571746588526371,-3.692406506300836
2022-10-20,2,0.7899527411392144,1.0016344630294292,-0.7899527411392144,0.9752142254604133,0.9752219502879321,0.048775701765406416,-0.0038815954250956963
2022-10-31,7,0.1901942283288164,0.21892321791413552,0.08521620396444263,2.920991257589128,3.3798865896058126,0.1690449443296844,2.920991257589128
2022-11-02,18,1.6227336409720223,1.700324688347153,-1.6227336409720223,8.333033517240617,9.754367730475495,0.4878644612042471,7.937923906104247
2022-11-08,3,1.2101048156078795,1.247504861058721,-1.2101048156078795,10.272531932280694,10.313260195824157,0.515817454059597,10.272531932280694
2022-11-11,3,0.6349978941094042,0.6668410437915592,-0.6349978941094042,8.8039466603591,9.980443329414097,0.4991716267033513,8.8039466603591
2022-11-24,3,0.8034149883996827,0.8125512769887904,0.36690483485043285,3.2287481863833167,4.097178860224519,0.2049202995347221,-1.5936033029707886
2022-11-25,11,0.5799894944409713,0.6702006510296364,0.5656938507825923,3.0352762589610336,3.6108505771923523,0.18059660246632087,-2.4014948792950426
2022-12-14,2,0.735593665325676,0.7470215924926538,0.735593665325676,2.7535210479461174,2.7694528397646594,0.1385141154029975,2.7535210479461174
2023-01-05,9,2.925585658557596,2.9881579804340572,2.925585658557596,3.567974875729326,4.491565255254184,0.22464552534472482,-1.2488841375274147
2023-01-10,7,0.3022864384798523,0.3767925043149181,-0.2853331768035804,1.7817886510111571,2.0814719843338634,0.10410476990488382,-1.7817886510111571
2023-01-18,4,0.7636817180981894,0.899956840435113,-0.5814146310821973,5.324248331807201,5.799628043327931,0.29006825339414355,-3.931024059519448
2023-01-24,5,0.3313289086305303,0.4073344942054852,0.03663714239433631,4.708600147977604,5.5657268676180855,0.2783696918660391,-4.708600147977604
2023-02-01,14,2.1750397539964337,2.5627006329640514,2.049630793991116,4.442756198063947,5.3794145796904305,0.26905128738539064,3.8133159561491254
2023-02-21,2,0.9886755376935921,0.9950725423978934,0.9886755376935921,5.512035376045432,6.676792146649431,0.33393959436457354,5.512035376045432
2023-03-03,7,0.760295901502885,0.9476452542395656,-0.6349686792131121,4.356659364315186,4.92650897320292,0.24639922465916397,-2.588932092773201
2023-04-06,17,0.47232465771495064,0.6285578966462391,-0.11820128447486249,3.1145908941898934,3.6687243782795913,0.1834911591987941,-1.8932584212662054
2023-04-13,14,0.5814079638778998,0.8626883924963956,0.17522232753539152,5.248502297978481,6.774697192277441,0.3388363128043814,4.44229044690343
