timestamp,obs_ws_ms,obs_power_kw,fcst_ws_ms,fcst_power_kw,date,fcst_ws_raw_ms,fcst_power_raw_kw
2022-07-05 11:45:00+00:00,8.546775575790038,0.1541065110289073,7.2325311312129905,15.248509386291463,2022-07-05,6.3175,11.931882146119246
2022-07-05 12:00:00+00:00,9.507889699103176,18.804081568807096,6.890679892969127,14.084600176410108,2022-07-05,5.95,10.543217352140466
2022-07-05 12:15:00+00:00,9.500076242417496,19.875138251670094,7.053466196894776,14.642581810456397,2022-07-05,6.125,11.201463994083497
2022-07-05 12:30:00+00:00,9.06158902432237,22.364874768469974,7.216252500820426,15.19329778792419,2022-07-05,6.300000000000001,11.86467273879604
2022-07-05 12:45:00+00:00,9.257652420701168,23.19539535440623,7.3790388047460755,15.749828361759421,2022-07-05,6.4750000000000005,12.542929670814615
2022-07-05 13:00:00+00:00,9.94008873353052,24.0268253193466,7.541825108671724,16.306157747661793,2022-07-05,6.65,13.215600978739309
2022-07-05 13:30:00+00:00,8.238150891089107,18.91532951601952,7.774376971422652,17.062308982285646,2022-07-05,6.9,14.116987688823016
2022-07-05 13:45:00+00:00,8.67952181243414,23.288910366949423,7.890652902798116,17.422458797108586,2022-07-05,7.025,14.545928576111091
2022-08-08 09:30:00+00:00,5.271110244264883,6.429831054814503,4.751202755660592,6.3749091629354515,2022-08-08,3.65,3.326384257811205
2022-08-08 09:45:00+00:00,5.408979756491125,7.641933802656814,4.769806904680666,6.434283929526298,2022-08-08,3.67,3.396752679226008
2022-08-11 07:15:00+00:00,4.0658887159533075,2.5441009257898832,4.616322675265054,5.931477037487705,2022-08-11,3.505,2.7528559530070917
2022-08-11 07:30:00+00:00,3.963935422066945,2.155257443852355,4.583765414479924,5.822525135657195,2022-08-11,3.47,2.598387015010562
2022-08-11 07:45:00+00:00,3.8665044577727343,1.4040123946172005,4.551208153694794,5.713682481299182,2022-08-11,3.435,2.4379564868460784
2022-08-11 08:15:00+00:00,4.096187928501469,2.415215553491074,4.551208153694794,5.713682481299182,2022-08-11,3.435,2.4379564868460784
2022-08-11 08:30:00+00:00,4.236348807472064,2.685527245129449,4.583765414479924,5.822525135657195,2022-08-11,3.47,2.598387015010564
2022-08-11 08:45:00+00:00,3.811940833008953,1.79000120463763,4.616322675265054,5.931477037487705,2022-08-11,3.505,2.7528559530070917
2022-08-11 09:00:00+00:00,4.094619079386257,1.9990472582361465,4.648879936050184,6.0401207899704605,2022-08-11,3.54,2.9012301142717054
2022-08-11 09:15:00+00:00,3.869085925068711,1.8828280060161289,4.686088234090332,6.163372316635981,2022-08-11,3.58,3.063166740802848
2022-08-11 09:30:00+00:00,4.120505391569546,2.46267505745116,4.7232965321304805,6.28505313818421,2022-08-11,3.62,3.2167700755634376
2022-08-11 09:45:00+00:00,3.981906039372706,2.0137286398876943,4.760504830170629,6.404618398018487,2022-08-11,3.66,3.3618413094550865
2022-08-11 10:00:00+00:00,4.575637089618456,3.881168007233696,4.797713128210778,6.523050013253831,2022-08-11,3.7,3.4981816333794047
2022-08-11 10:15:00+00:00,4.38749174403736,3.4527781618759663,4.762830348798138,6.412038754235868,2022-08-11,3.6625,3.37062043091685
2022-08-11 10:30:00+00:00,4.083326327495135,2.7803811593775367,4.727947569385499,6.300121769715239,2022-08-11,3.625,3.235374656205877
2022-08-11 10:45:00+00:00,3.9129979984432337,2.3183798803350384,4.69306478997286,6.186325900129294,2022-08-11,3.5875,3.092608122895669
2022-08-11 11:00:00+00:00,3.62299388277166,1.4923033178585474,4.65818201056022,6.071046852031769,2022-08-11,3.55,2.942484644635411
2022-08-11 11:15:00+00:00,3.9049675158527086,2.057654593577384,4.679111678207804,6.140363513040891,2022-08-11,3.5725,3.0334323914212167
2022-08-11 11:30:00+00:00,3.608636115900117,1.510473916843852,4.700041345855388,6.20922015648214,2022-08-11,3.595,3.1217552271904876
2022-08-11 11:45:00+00:00,3.304979144652689,0.8174031815406374,4.720971013502972,6.277505892311077,2022-08-11,3.6175,3.207417768195
2022-08-11 12:00:00+00:00,3.0634295884315907,0.544912337853921,4.741900681150555,6.345109830483246,2022-08-11,3.64,3.2903846306865288
2022-08-11 12:15:00+00:00,3.0591210368227832,0.4674688778574257,4.727947569385499,6.300121769715239,2022-08-11,3.625,3.235374656205877
2022-08-11 12:30:00+00:00,3.6525717304270464,1.570282459009464,4.713994457620443,6.254814259611715,2022-08-11,3.61,3.1791613603493465
2022-08-11 12:45:00+00:00,4.029122157588577,2.2147393696714435,4.700041345855388,6.20922015648214,2022-08-11,3.595,3.121755227190489
2022-08-25 08:15:00+00:00,3.4199391812865496,0.058881493161497,4.290750067413755,4.896961773874789,2022-08-25,3.155,0.955877403158966
2022-08-25 08:30:00+00:00,3.930191933240612,1.818766726466576,4.304703179178811,4.936345198757363,2022-08-25,3.1700000000000004,1.0436091826877625
2022-08-25 08:45:00+00:00,4.00203760151296,2.28497965446543,4.318656290943866,4.976405815691541,2022-08-25,3.185,1.130455657738296
2022-08-25 09:00:00+00:00,4.975564989984421,4.0369262488497935,4.332609402708922,5.017110768367863,2022-08-25,3.2,1.2164063442370256
2022-08-25 09:15:00+00:00,4.916578660436137,4.446600896776729,4.209356915450931,4.683567583780413,2022-08-25,3.0675000000000003,0.4270096797247876
2022-08-25 09:30:00+00:00,4.900712290658209,5.187018578097701,4.086104428192939,4.414899378790403,2022-08-25,2.935,0.0
2022-08-25 09:45:00+00:00,5.013966840992545,5.763723338048842,3.9628519409349474,4.1703839613469995,2022-08-25,2.8025,0.0
2022-08-25 10:00:00+00:00,3.840380708683318,2.100487786846749,3.8395994536769553,3.8990987551693355,2022-08-25,2.67,0.0
2022-08-25 10:15:00+00:00,3.5643274453521747,1.5303249728955175,3.786112525244242,3.760187266282159,2022-08-25,2.6125,0.0
2022-08-25 11:30:00+00:00,2.0700359328067637,0.10733163594189,3.4163550634702666,2.3501052429233265,2022-08-25,2.215,0.0
2022-08-25 11:45:00+00:00,2.434943702714731,0.1609764901877725,3.3117067252323493,1.8272770461598284,2022-08-25,2.1025,0.0
2022-08-25 12:00:00+00:00,3.222270865791231,0.9206882118058646,3.207058386994432,1.2565383013747207,2022-08-25,1.99,0.0
2022-08-25 12:15:00+00:00,3.3507074595316237,1.0425632265379374,3.3512405419000073,2.0306130486728073,2022-08-25,2.145,0.0
2022-08-25 12:30:00+00:00,3.4505954487286488,1.304458333153942,3.4954226968055817,2.7111875793379054,2022-08-25,2.3,0.0
2022-08-25 12:45:00+00:00,3.3594893292682926,1.1078337395510671,3.639604851711158,3.2889510114709184,2022-08-25,2.455,0.0
2022-08-31 08:00:00+00:00,1.9401681766704415,2.3543812858372877,3.6907662615163614,3.4674938766763423,2022-08-31,2.51,0.0
2022-08-31 08:15:00+00:00,2.2390432315139375,2.269135646795421,3.7163469664189632,3.551341311237231,2022-08-31,2.5374999999999996,0.0
2022-08-31 08:30:00+00:00,3.0735313463514906,2.0863284580569377,3.741927671321566,3.6315034152930283,2022-08-31,2.565,0.0
2022-08-31 12:30:00+00:00,5.5801105876518715,5.795935603349616,3.500073734060601,2.7314798676196426,2022-08-31,2.305,0.0
2022-08-31 12:45:00+00:00,5.690677868031601,7.459283298266496,3.6791386683788154,3.4281771796494973,2022-08-31,2.4975,0.0
2022-08-31 13:00:00+00:00,5.818175320296696,8.339570372412737,3.8582036026970297,3.943774089077735,2022-08-31,2.69,0.0
2022-09-07 08:45:00+00:00,4.867879092326347,4.508402576514685,4.286099030158737,4.883990131571482,2022-09-07,3.1500000000000004,0.9264385543829609
